"Name","Url","Telephone","Latitude","Longitude","Address","County","Photo","Tags"
"Cross Beach, Erris Peninsula","https://beachawards.ie/green-coast/sites/","","54.20101196435185","-10.092659562695303",", Belmullet, ","Mayo",,"Activity Experience Walking Attraction Beach Nature and Wildlife"
"Cross River Ferries Ltd.","https://crossriverferries.ie/getting-cross-river-ferries/","00353214811485","51.848299","-8.321949","Glenbrooks & Carrigaloe, , ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8ce7071f-3a7f-44ce-a314-c0aeb521e4be/56f332a6-d482-4f16-a95c-3cfddb98098c_8713.jpg?w=640&q=66&fit=scale","Activity,Experience,Transport,Coach,Road"
"Cross Strand Beach",,"","53.7221562","-9.899746699999998","P4C2+V4, Roonith, Cross, ","Mayo",,"Activity,Experience,Surfing,Activity Operator,Attraction,Beach,Nature and Wildlife"
"Crossogue Equestrian Centre","http://www.crossogue-equestrian.ie/","00353862573741","52.6725654","-7.9120035","Crossogue House, Crossoge, Thurles, ","Tipperary","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/bc09084e-78d7-45e8-ad37-876636159287/white-horse.jpg?w=640&q=66&fit=scale","Activity,Experience,Horse Riding,Equestrian,Local Produce,Food and Drink,Restaurant"
"Crotty’s Bar","https://www.crottyspubkilrush.com/","00353659052470","52.6381951","-9.484615300000002","Market Square, Drimna, Kilrush, ","Clare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/1e273c5a-fb75-494c-b73a-eed9a0bfc7ff/19a5d21e-d04b-4a41-a268-9275217ecda6_87830.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Pubs and Bar"
"Cruit Island Golf Club","https://www.cruitislandgolfclub.com/","00353749543296","55.0474598","-8.430940300000001","Cruit Island Lower, Cruit Lower, Kincasslagh, F94 NX78","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f0f096c0-88ac-4138-8ede-d9bdc2eaa0dc/coastal-views-cruit-island-golf-club.jpeg?w=640&q=66&fit=scale","Golf Course,Activity,Experience,Golf"
"Cú Chulainn",,"","53.349349","-6.260721","General Post Office, O'Connell Street, , ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/07842819-1774-428f-897f-396ec57ae4be/8075affa-a033-4a49-9922-6d85a8d4ca2e_96346.jpg?w=640&q=66&fit=scale","Activity,Attraction,Public Sculpture"
"Cuan an Daingin (Dingle Harbour)",,"","52.1387107","-10.2782348","Dingle Marina, Farrannakilla, Dingle, ","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/7ff42746-f6b3-4347-b49b-91819be0d85e/dingle-harbour-kerry.jpg?w=640&q=66&fit=scale","Activity,Experience,Walking ,Walking,Attraction,Embarkation Point,Natural Landscape,River,Discovery Point,Nature and Wildlife"
"Cuan na hAisléime (Ashleam Bay)",,"","53.9069706","-9.986468799999997","Derreen, Ashleam, , ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/184faeb2-093a-48dd-8d36-b71e541c320a/Ashleam%20Bay%20%28Cuan%20na%20hAisle%CC%81ime%29%2C%20Achill%20Island%2C%20Co%20Mayo_Header.jpg?w=640&q=66&fit=scale","Activity,Experience,Natural Landscape,Attraction"
"Culdaff","https://www.blueflag.global/show-site?siteId=6580","","55.29208930000001","-7.144539500000001","2 Shore Rd, Knock, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/54256893-84f9-43fe-8424-86db1ba19f25/header-culdaff-beach-inishowen-peninsula-county-donegal.jpg?w=640&q=66&fit=scale","Activity,Experience,Swimming,Swimming Pools and Water Park,Venue,Attraction,Beach,Nature and Wildlife"
"Culleenamore Middens","http://www.carrowkeel.com/sites/coolrea/culleenamore.html","","54.260578","-8.6092376",", Strandhill, ","Sligo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/7cfe9db8-30ef-45a8-b962-162b3efbf860/Culleenamore-middens2.jpg?w=640&q=66&fit=scale","Activity,Experience,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery"
"Cullenstown Strand","https://beachawards.ie/green-coast/sites/","","52.2165689","-6.7202365","Cullenstown Beach, Cullenstown, , ","Wexford",,"Activity,Experience,Attraction,Beach"
"Culleton’s Gap Beach ","https://beachawards.ie/green-coast/","","52.37180649915899","-6.3653382251952735","Culletons Gap Beach, Curracloe, ","Wexford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/58ccddf6-2ab0-4650-b803-a5d28ed194c3/d7905577-7d6d-4ac4-b008-99b34954bbb5_90405.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Beach"
"Cullotycraft","https://www.facebook.com/Cullotycraft","003536827176","52.5113071","-9.6743876","Main St, Ballybunnion, Ballybunion, V31 Y795","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/c8a40b0c-7f2d-4860-9538-5514d717ac85/78320f57-5425-423b-8650-011a0c32936a_78982.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops "
"Culture and Heritage Tours Ireland","http://www.cultureheritagetours.ie","00353719138945","54.28168","-8.46118","Albanne House, Yeats Village, Ballinode, ","Sligo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/ee372326-69b8-46bf-8c64-c78a864a7667/3abf4ecd-7b6f-478b-992c-973dfc038223_87550.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Tour"
"Cumann na mBád","https://madeinarranmore.com/","00353749520024","54.988877","-8.497501","Leabgarrow, Arranmore Island, , F92 V5W9","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/b3b4c60d-a87a-4a39-aafc-ae64b6d40491/stand-up-paddle-boarding-cumann-na-mbad.jpg?w=640&q=66&fit=scale","Activity,Experience,Kayaking,Activity Operator,Sailing,Bike Rental,Cycling"
"Cunnamore Pier",,"","51.5038294","-9.424602199999999","Unnamed Road, Co., , ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f9a580ea-9d8b-4e62-9468-ba750de8f18b/bd88a86d-02b5-4ee3-ac87-936ffb51bb8d_95712.jpg?w=640&q=66&fit=scale","Activity,Experience,Cruising,Attraction,Embarkation Point"
"Cunnigar Pitch & Putt Club","http://www.cunnigarpitchandputt.ie/","00353879412570 ","52.084042","-7.621925999999999","Ringnasillogue, Ringnasilloge, Dungarvan, ","Waterford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/0eae78fc-0df1-4e32-8ab5-ecf4f08e4f29/the-green-at-cunnigar-pitch-and-putt.jpg?w=640&q=66&fit=scale","Activity,Experience,Golf,Pitch And Putt,General,Pitch and Putt,Activity Operator"
"Curracloe","https://www.blueflag.global/show-site?siteId=6632","00353539196000","52.38817719999999","-6.3621414","Coolrainey, Curracloe, ","Wexford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/346c6e4b-3c56-49ad-a017-696ebc816d09/adult-canoeing-curracloe-beach.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Beach,Nature and Wildlife"
"Curragh Beach",,"","51.964226","-7.710899699999999","Curragh, Irska, , ","Waterford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/efea7c55-d0c0-4c04-a39e-08628a405046/3bea8b41-932e-498e-a3ca-13f7dd793ef6_87540.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Beach"
"Curragh Military Museum","https://www.military.ie/en/public-information/defence-forces-museums/the-curragh-museum","0035345445342","53.1458507","-6.8309714","Curragh, , ","Kildare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/89b14c72-d231-462f-a50f-fbbca513e888/08d03699-86b4-4415-8ca3-51c2517a9ab2_87867.jpg?w=640&q=66&fit=scale","Activity,Experience,Learning,Attraction,Museums and Attraction,Tour"
"Curragh Racecourse","https://www.curragh.ie/","0035345441205","53.167717","-6.839608",", Newbridge, R56 RR67","Kildare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/2e8b98ac-0524-4a03-8ac6-7f4eece55b74/fdf4074a-7891-4872-b734-2a93fc327c61_505888.jpg?w=640&q=66&fit=scale","Activity,Experience,Race Course,Venue,Sports Venues"
"Curragh Chase Forest Park","https://www.coillte.ie/site/curragh-chase-forest-park/","0035361337322","52.6180645","-8.8797631","Toreen, Kilcornan, ","Limerick","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/41d3f904-d3ae-48ac-93c1-c7049d43d14c/fae9e9f7-49e0-46a9-9d0e-9fc91a59f545_12618.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Cycling,Walking ,Walking,Forest Park,Park and Forest Walk,Public Park,Cafe,Food and Drink"
"Curraghmore House & Gardens","https://curraghmorehouse.ie/","00353868211917 ","52.2914498","-7.327746","Coolroe, , X91 X598","Waterford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f208a693-9688-4301-ac85-3012afbbcc93/front-left-exterior-view-curraghmore-house-and-gardens.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Historic Houses and Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Tour"
"Curran Golf","https://currangolf.com/travel/","0035315514485","53.325772","-6.2542181","Ranelagh Avenue, Ranelagh, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/48c3cc3f-ec11-45d1-8f0c-1605b421da9e/ed0599f1-5dba-42d9-898f-25dd6f08e555_96804.jpg?w=640&q=66&fit=scale","Activity,Golf,Activity Operator,Tour"
"Cushendale Woollen Mills","https://cushendale.ie/pages/visit-us","00353599724118","52.5410001","-6.9578819","Mill Rd, Graiguenamanagh-Tinnahinch, Graiguenamanagh, R95 PP83","Kilkenny","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/ed94d37d-73fd-475d-a95f-ad069c194216/cushendale-woollen-mills-showroom.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Activity Operator,Attraction,Historic Houses and Castle,Food Shops ,Tour"
"Custom House Studios & Gallery","https://www.customhousestudios.ie/","003539828735","53.8002199","-9.5471245","The Quay, Cloonmonad, Westport Quay, , ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a94edfd1-7ec3-44c0-ae23-abe1684cc7a7/exterior-view-of-studio.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Art Gallery,Attraction"
"Custom House Visitor Centre","https://heritageireland.ie/visit/places-to-visit/custom-house-visitor-centre/","00353469407140","53.3483745","-6.253132700000002","Custom House Quay, North Dock, Dublin, D01 W6X0","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/60c32161-89cc-4062-a9b0-698f58d6d3a3/exterior-view-custom-house.jpg?w=640&q=66&fit=scale","Activity,Attraction,Museums and Attraction"
"Custom Irish Tours ","https://www.customirishtours.com/","00353866055537","53.6662007","-6.6835432","42 Troytown Heights, Clonmagaddan, Navan, C15 A3X5","Meath","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/64f851cd-a619-4799-81f2-b916c88b2258/ocean-view.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Tour"
"Cycle Dublin Bike Tours","https://cycledublinbiketours.ie/","00353862526578","53.339643","-6.266962199999998","2 Whitefriar Pl, , D08 XYE6","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6c679eb3-47ee-4953-acdd-641f3c730e94/ready--for-cycle-tour-at-cycle-dublin-bike-tours.jpg?w=640&q=66&fit=scale","Activity,Cycling,Tour"
"Cycle Holidays Ireland","https://cycleholidaysire.land/","003538882341233","53.115437","-8.296214299999999","Gortanummera, , H53 FK20","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/590ef875-a017-4423-ae33-8db04236a90f/14f6cf3f-c093-4099-9f60-d92ae9928ed7_92391.jpg?w=640&q=66&fit=scale","Activity,Experience,Cycling,Activity Operator,Nature and Wildlife,Tour"
"Cycle Scene Bicycle Hire","https://cyclescene.ie/","00353214301183","51.9026173","-8.4793585","396 Blarney St, Gurranabraher, , T23 YX27","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/b0095542-5c0b-4b33-bcad-e42ca3a69a58/cycle-scene-shopfront-with-van-and-bikes-outside.jpg?w=640&q=66&fit=scale","Activity,Experience,Cycling,Activity Operator,Bike Rental"
"Cycle Tours Ireland","https://cycletoursireland.ie/","00353851125411","53.7276296","-7.7932573",", , ","Longford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/0fc14669-1883-401c-b8a7-ae0cc94e2931/cycle-past-thatched-cottage.jpg?w=640&q=66&fit=scale","Activity,Experience,Cycling,Activity Operator,Nature and Wildlife,Bike Rental,Tour"
"Cycleways.com","https://cycleways.com/","0035318734748  ","53.3464628","-6.264442499999999","31 Ormond Quay Lower, Northside, Dublin, D01 PY97","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/33a1d5e3-a632-443d-b101-aba973d3be18/60a0c89f-33ea-46d1-acdd-1acba65e27bb_31562.jpg?w=640&q=66&fit=scale","Activity,Cycling,Shopping,Bike Rental"
"Cyndi Graham Handweaving","https://www.facebook.com/cyndigrahamhandweaving/","00353864019307","54.6009036","-8.3904018","St. John's Point, Dunkineely, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/55fb8d92-8909-408f-ab58-eb9bfb90966d/e9f97049-e0a5-43b4-8339-f8ffdff54724_15376.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops "
"Dtwo Nightclub","http://www.dtwonightclub.com","0035314764694","53.33431048092995","-6.262780550926209","Harcourt Hotel, 60-61 Harcourt Street, Dublin City Centre, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6b4a302f-04a1-4495-8509-12fdd12a1318/2dbfa5d8-9356-4b1f-b7ff-9f602d409d3d_51321.jpg?w=640&q=66&fit=scale","Activity,Food and Drink"
"Da Vinci's Italian Restaurant & Bar","https://www.davincis.ie/","0035316244908","53.3634043","-6.491385300000001","95-97 R148, Leixlip, ","Kildare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/3331e770-3e34-435b-911a-2a7a050b0577/453eb812-4042-4f52-89a4-b0501a8842d9_52875.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar"
"Daddy's Café","https://www.daddys.ie/","00353857399922","53.33620390000001","-6.297925","538 S Circular Rd, Rialto, Dublin, D08 W6A2","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8965e0e3-a35e-4fa3-bf3b-2d5b75a29dad/dish-from-menu-at-daddys-cafe.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Cafe"
"Dalkey Castle & Heritage Centre","https://www.dalkeycastle.com","0035312858366","53.2779072","-6.1055397","Castle St, Dalkey, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/7c60c10c-f2c9-4e74-b2be-111043a4c946/a-bolt-out-of-the-blue.jpg?w=640&q=66&fit=scale","Activity Castle Attraction Historic Houses and Castle"
"Dalton’s Musical History Tour","https://daltonsmusicalhistorytour.com/","00353876979576","53.3430108","-6.271122800000001","Dame St, Wood Quay, , ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/3424fb60-a162-4264-8b21-ea3032610fb7/daltons-musical-history-tour-fiona-singer.jpg?w=640&q=66&fit=scale","Activity,Activity Operator,Tour"
"Daly's Inn","https://www.dalysofdonore.com/bar","00353419823252","53.6926739","-6.423656299999998","Staleen Rd, Cruicerath, , A92 RR71","Meath","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/4dfac868-5148-405d-871a-70f5bbe08dd9/b77912d7-99df-40e7-a15d-cadc58f4c9d8_51795.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar"
"Damian Dublin Tours","https://www.damiandublintours.com/","00353876709292","53.3403183","-6.2622832","King St S, , ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/700ab7b9-9cd8-46bd-91a3-ee17f0b5e529/dublin-city-bridge.jpeg?w=640&q=66&fit=scale","Activity,Activity Operator,Tour,Walking"
"Skellig Boat Charters
","https://skelligboat.com/","00353872906168","51.8863943","-10.3655925",", Portmagee, ","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/1e708e7f-fb5f-4842-a925-87af2f1b5283/skellig-michael.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Activity Operator,Boat,Tour"
"Dan O’Hara’s Homestead  - Connemara Heritage & History Centre","https://www.connemaraheritage.net/","003539521246","53.4792441","-9.9117698","Lettershea, Clifden, ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/eb4e1b4b-a59c-4cc3-811f-77286879b0b7/aerial-view-of-the-area-and-facilities-around-dan-o-haras-farmhouse.jpg?w=640&q=66&fit=scale","Activity,Experience,Restaurant,Learning,Attraction,Museums and Attraction,Food and Drink,Nature and Wildlife"
"Daniel O'Connell Monument",,"","53.3476515","-6.259301900000001","O'Connell Street Lower, North City, Dublin, D01 TX31","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a018c22e-a427-47b6-8f2f-8f18b763fe8c/89283ec6-7564-48be-85b6-9f07911744bb_52796.jpg?w=640&q=66&fit=scale","Activity,Attraction,Public Sculpture"
"Dánlann Yawl Art Gallery","http://www.achillpainting.com","003539836137","53.9490797","-9.8317617","Tonregee East, , F28 Y9C5","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/9c4f1323-bf61-48e5-ab38-845ba8c005c7/c3372c8a-00cc-41ef-90d0-a9cc2c3181b1_47764.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Learning,Art Gallery,Attraction,Activity Operator"
"Danny Albu - The Leather Studio of Kinsale","https://danny-albu.ie/pages/the-story","00353876907518","51.70588809999999","-8.523158699999998","10 Market Quay, Town-Plots, Kinsale, P17 XC85","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/aa5812b7-2750-4d42-9ffe-950ee7064b47/leather-studio-in-kinsale.jpg?w=640&q=66&fit=scale","Activity,Experience,Shopping,Shopping Centres and Department Store,Food Shops "
"Danny Minnie's Restaurant","http://www.dannyminnies.ie/restaurant.html","00353749548201","55.0213081","-8.314835499999997","1 St Mary's View, Annagary, Annagry, F94 X862","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/d4471451-c259-4121-a8ca-0f77d1b50706/danny-minnies-restaurant-exterior.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Artisan,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
"Danny Vincent Smith Studio","http://dannyvincentsmith.com","00353863986895","51.6831999","-9.448645199999998","St Cainirs Pl, Town Lots, Bantry, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/3e137bc2-0bcc-463d-bde3-8effad38918e/b37e2eb3-9dce-4a4e-bf07-2b57c934560d_96728.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Food Shops "
"Danú Forest Bathing","https://www.instagram.com/danuforestbathing/
","00353851631226","53.2574068","-6.224887399999999","Newtown Little, , D18 Y6P6","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/fec8dd4c-4381-4d9a-b215-904e4abc8499/danu-forest-bathing-view-of-the-forest.jpg?w=640&q=66&fit=scale","Activity,Activity Operator,Forest Park,Park and Forest Walk,Walking,Cafe,Food and Drink"
"Dara McCarthy - Walking Tour Guide","https://www.daramccarthy.com/","00353872916798","53.3498053","-6.2603097",", , ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/ab664d30-2ae0-4c50-b2c5-54a859655d67/dara-mccarthy-walking-tour-guide-cathedral.jpg?w=640&q=66&fit=scale","Activity,Tour,Walking"
"Dardistown Castle",,"00353419829239","53.66451120000001","-6.313696500000001","Dardistown Castle, Dardistown, Julianstown, ","Meath","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/d83c5da1-fa04-46b1-9d79-fd5c9d3ec618/6c140e65-4164-45d1-ab42-28617a4cd833_49092.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Historic Houses and Castle,Castle,Tour"
"Darkest Discoveries Donegal","https://www.facebook.com/Darkest-Discoveries-Donegal-248672479006840/","00353838001959","55.03852108373649","-8.338973711084009","Carrickfinn, Kincasslagh, Letterkenny, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/db6d8ed3-38da-4717-beb9-d6d9cabf24c0/1af63d60-66e2-4de3-a6e0-bcd1868b4c54_96892.jpg?w=640&q=66&fit=scale","Activity,Walking ,Walking,Activity Operator,Nature and Wildlife,Tour"
"Daróg Wine Bar","https://www.darogwinebar.com/","0035391565813","53.2710732","-9.0568341","56 Dominick St Lower, Galway city, , H91 K225","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/cd34b631-8f28-483f-9725-a40775ae5314/darog-wine-bar-bottles.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant"
"David Condon Woodcraft","https://www.davidcondonwoodcraft.ie/","00353876738856","52.2490888","-9.705279","Ballyard, Clahane, Tralee, V92 W2H4","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/dee9f2ce-1d9b-4020-a461-1f5bd5908fe4/woodturner-at-work.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Learning,Activity Operator,Food Shops "
"Davy Byrnes","https://davybyrnes.com/","00353877121405","53.34183389999999","-6.2593664","21 Duke St, , D02 K380","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/cda45529-7bdc-45dd-909c-1d757fe09d17/7692d200-0212-4cfc-bb77-5ba67536c3ab_96142.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Pubs and Bar"
"Dax Restaurant","https://www.dax.ie/restaurant/","0035316761494","53.33481099999999","-6.254518","Pembroke Street Upper Pembroke Street Upper, Dublin, D02 AK20","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6bf3760c-ec41-4847-a084-1bf4532ea729/8870bd72-e17a-4d8c-ad5a-5e4faeb9dc24_88720.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Restaurant"
"Day Tour of Wicklow with Activity Options","http://www.daytourswicklow.ie","00353877849599","53.00984135442019","-6.335353466564925","17 Dodder Lawn, Dodder Valley Park, Dublin City, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/28821e23-05e3-4480-9665-ca704f0e4de2/cd3be15c-7ea6-427b-ac41-90cc2f505855_88281.jpg?w=640&q=66&fit=scale","Activity,Activity Operator,Tour"
"Day Tours by Coach with Keating Coaches","http://www.limericktours.com","00353(0)868116258","52.4742570239969","-8.86302723068896",", Ballingarry, ","Limerick","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/2f3db678-fc62-48f0-9119-8dbb35a8758f/019e81b6-808c-485a-b303-742951f7c652_16116.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Tour"
"DCU Language Services - Dublin City University","https://english.dcu.ie/","0035317005678","53.3850725","-6.2605998","DCU Language Services Ltd., Office VBG 09, Dublin City University, Glasnevin, Dublin, D09 NA55","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/5d6a1ce4-3464-469d-8954-859ea0144eee/4e417b12-0152-42df-9155-bc4077558841_47083.jpg?w=640&q=66&fit=scale","Activity,Learning"
"De Barra's Folk Club","https://debarra.ie/","00353238833381","51.62295310000001","-8.889014500000002","55 Pearse St, Scartagh, Clonakilty, P85 RH95","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/96255cee-2641-4dc6-9b62-601121cfa0fa/9e33fe10-4b2d-4612-8454-6f737e11d040_12591.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Venue,Music,Pubs and Bar"
"DE BRUIR - Leather Atelier","https://debruir.com/pages/the-showroom","00353876182290","53.15724909999999","-6.918086","Monasterevin Rd, , R51 KD57","Kildare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/74af1418-c4d1-453d-9597-97e9f253f23b/leather-craftsman-at-work.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops "
"Dick's Bike Hire","https://dicksbikehire.ie/","00353909759404","53.0931234","-8.2144973","Dominic St, Portumna, ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/7165f3f9-9140-444f-bd22-0eed1a8c73e3/deburgos-bike-hire-four-range.banner.jpg?w=640&q=66&fit=scale","Activity,Experience,Cycling,Activity Operator,Nature and Wildlife,Bike Rental"
"Dead Centre Brewing Company","https://deadcentrebrewing.com/","00353906420883","53.42365459999999","-7.9406642","Custume Pier Appartments, Athlone, N37 N1F2","Westmeath","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/c1e0492b-d45d-43f8-a36a-d5877e362145/8ebcf45b-e25e-4f4b-840e-6d7b77a63aad_97400.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Attraction,Museums and Attraction,Fast Food,Pubs and Bar"
